Track URI,Track Name,Artist URI,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Duration (ms),Experimental_Category,Brainwave_Type,Purpose,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
spotify:track:4XHRFHcsMI3qdTJowVSaXk,Endorphin Release,spotify:artist:4fQId7SvZ1T10dAmQ7ozxo,Music Body and Spirit,61,['native american music'],Binaural Beats 432 Hz,20,200000,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2bAaV2sWxZKE0uJDiG7s1R,Tibetal Practice,spotify:artist:0Zb4MNazIbt8M8HnAu3V7P,Study Music Guys,19,[],"Binaural Beats 40 Hz: Study & Concentration, Focus Mindfulness Meditation, Memory Boost, Gamma Frequencies",19,253194,meditation,Beta (13-30Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0IJoi1TO1TMWaB8sY37G0m,Meditation for Mind Relaxation,spotify:artist:34RGl0uVjzk6plsyUDTssq,Brain Waves Therapy,57,[],"Brain Healing: Music For Quick Regeneration, Mind Force, Soothing Tones for Study",32,290018,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6Wm1YW0SRtzcoepTlOzPXV,6 Hz Deep Relaxation - Binaural Beats,spotify:artist:4rXABp4A7KjG9elWFNAbO4,Miracle Tones,85,[],Binaural Beats - Meditation (Theta Waves),61,121062,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1241hto1PAVoORrqql198g,Binaural Beats,spotify:artist:7rfR2Pmx3GNKyrjgMNCUEa,Study Music & Sounds,50,[],"Study: Binaural Beats Alpha Waves Music For Reading, Focus & Relaxing Studying Music",31,102558,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6WjpFbemfEPtG8cTNjYgTK,"Beat Waves: 13 Hz, Power of Visualization",spotify:artist:34RGl0uVjzk6plsyUDTssq,Brain Waves Therapy,57,[],"Beta Waves: 13 Hz – 30 Hz, Binaural Beats, Music for Focus, Memory & Concentration",45,256500,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:77BrQJ6R1OOjRRqzDSPXSj,4 Hz Theta Waves - Binaural Beats,spotify:artist:4rXABp4A7KjG9elWFNAbO4,Miracle Tones,85,[],Binaural Beats - Meditation (Theta Waves),60,134437,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6Cj9DsMdRYRBvADyYxsWJJ,7 Hz Meditation & Inner Peace - Binaural Beats,spotify:artist:4rXABp4A7KjG9elWFNAbO4,Miracle Tones,85,[],Binaural Beats - Meditation (Theta Waves),61,158000,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:68uwidfZXMZlNkARfeO1dR,5 Hz Creativity - Binaural Beats,spotify:artist:4rXABp4A7KjG9elWFNAbO4,Miracle Tones,85,[],Binaural Beats - Meditation (Theta Waves),60,157500,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3RTGuQhwBbXW1KBoqowo2w,Binaural Gamma 40 Hz,spotify:artist:5f3oBa8B2mo3MeeIK7B2FE,Relaxation Sleep Meditation,35,[],Binaural Beats and Isochronic Programs,29,120000,meditation,Gamma (30-50Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6nsGhL1YjFYgeLXOZ8jYWv,Gammadrone (Binaural Beats Meditation),spotify:artist:6TszRl42IkrELc7p9a611Y,J.S. Epperson,44,[],Gammadrone,28,2172000,meditation,Gamma (30-50Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5b1fzB7GuXuxst6m8tci4g,963 Hz Pure Tone (High Frequency Tone) - 963Hz Healing Binaural Beats,spotify:artist:6pQj7kbhvHkgguJtHXXWIO,Beats Binaural,40,[],963 Hz Frequency (Solfeggio Frequency Healing Music For Sleep & Meditation),38,60732,meditation,Delta (0.5-4Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2jmulajDwGBtWgywbvOdAm,Stuck Up a Hornbeam,spotify:artist:6hBQq083tyW3yrF1gdVt4Q,Half Man Half Biscuit,39,"['jangle pop', 'post-punk']",Urge for Offal,2,158920,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0QzZ2Tu71wzlzdvu2yZH74,852 Hz - Healing Tones Binaural Beats Meditation Background,spotify:artist:6pQj7kbhvHkgguJtHXXWIO,Beats Binaural,40,[],852 Hz Frequency (852 Hz Frequency Chakra Healing Intuition & Love Frequency),19,99096,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5RQqEXdc6c0enKPLL2Jg9U,Stuck up a Hornbeam,spotify:artist:6hBQq083tyW3yrF1gdVt4Q,Half Man Half Biscuit,39,"['jangle pop', 'post-punk']",Urge for Offal,4,158920,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6CJbAeERVXFtkFBC3ZVY9R,Lights,spotify:artist:5a3WpRDlPqdJvQsH5nH3kS,Dan Farber,22,[],Lights,18,228750,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2JJJCv0fzUlEBCVKnKrwHr,Processed Beats,spotify:artist:11wRdbnoYqRddKBrpHt4Ue,Kasabian,64,"['britpop', 'indie', 'indie rock']",Kasabian,8,187773,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1mELhA2LJi8xSUhwYfsFcF,Processed Beats,spotify:artist:11wRdbnoYqRddKBrpHt4Ue,Kasabian,64,"['britpop', 'indie', 'indie rock']",Kasabian/Empire,38,187773,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1RUpNUC0zGp4Fu0lobd1Q1,Processed Beats,spotify:artist:11wRdbnoYqRddKBrpHt4Ue,Kasabian,64,"['britpop', 'indie', 'indie rock']",Kasabian,29,187800,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2mj0Vf7UepRY8x2YzqtOME,Processed Beats,spotify:artist:11wRdbnoYqRddKBrpHt4Ue,Kasabian,64,"['britpop', 'indie', 'indie rock']",Kasabian,44,187800,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5KR7tEtxMYp3qwUFmcaxtz,Processed Beats,spotify:artist:11wRdbnoYqRddKBrpHt4Ue,Kasabian,64,"['britpop', 'indie', 'indie rock']",Kasabian,17,187800,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5hGA6uqAzCNrP82o7n7OgB,Processed Beats,spotify:artist:11wRdbnoYqRddKBrpHt4Ue,Kasabian,64,"['britpop', 'indie', 'indie rock']",Kasabian,10,187773,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:328WH7om0Qh2aGtHpMRbm9,Processed Beats - Live in Melbourne,spotify:artist:11wRdbnoYqRddKBrpHt4Ue,Kasabian,64,"['britpop', 'indie', 'indie rock']",Live In Melbourne,6,296920,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5aKLb84axp3Isxl8p5Zkfp,Processed Beats - Live At Brixton Academy,spotify:artist:11wRdbnoYqRddKBrpHt4Ue,Kasabian,64,"['britpop', 'indie', 'indie rock']",Kasabian - Live At Brixton Academy,11,229840,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1dhb0Dus4aB9jkGgBQE1ol,Grand Finale,spotify:artist:4LLpKhyESsyAXpc4laK94U,Mac Miller,85,[],Faces,49,211341,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:692bCGR2lWd8Hvt405LA8g,Binaural Beats Meditation Music,spotify:artist:6R9qRaTfNMFy1IJophtCoN,Meditation Music Experience,34,[],Meditation Music With Nature Sounds for Relaxation and Ambient Binaural Beats for Sleep,12,146400,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2OEhKymz67Y8GzpADKFe1X,Binaural Beats Study Tones,spotify:artist:5goKVjLW9wcaX9hLn6P0pS,Study Music Library,38,[],"Studying Theta Frequencies: Binauaral Beats Concentration, Deep Focus, Solfeggio 528 Hz for ADHD",20,111677,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6j05P5066Uud2phjmaOVhI,Binaural Beats Studying,spotify:artist:5goKVjLW9wcaX9hLn6P0pS,Study Music Library,38,[],"Studying Theta Frequencies: Binauaral Beats Concentration, Deep Focus, Solfeggio 528 Hz for ADHD",20,118064,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3ExYFv6zBLOTiOVnJXNvD1,Put the Next Man On,spotify:artist:7ajUo7DyiAOYvCndGLoJ1u,Prince Paul,35,"['east coast hip hop', 'trip hop']",Prince Among Thieves,17,225693,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3ERFU6EQTFldbHmztk8O4a,Morning Meditation,spotify:artist:5lKaPKuNyNz6LN6NfM5vz1,Binaural Beats,52,[],432 hz Deep Healing Music For The Body and Soul,5,127799,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2O456leFLIhaQfIWqQMzOE,Too Late to Fixate,spotify:artist:2Z7gV3uEh1ckIaBzTUCE6R,Conor Oberst,48,[],Ruminations (Expanded Edition),9,246640,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3eyaknX7U7J0KLEDTmWpw9,DJ FM AM JJASON,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Jason Mraz,75,"['soft pop', 'acoustic pop']",Look For The Good (Deluxe Edition),20,265306,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2q6Degmj0Tzk4SRzIhnHF1,Release,spotify:artist:42Np3r8zXnaKcjLQsQSjyG,Blackalicious,46,"['alternative hip hop', 'underground hip hop', 'jazz rap']",Blazing Arrow,23,566360,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2LjbwWU6uOylUddVmcLHHI,Binaural Beats Meditation,spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],Studying Music for Concentration and Ambient Binaural Beats Study Music,8,159299,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3nctPvHyzlEXI5u80D4QcG,SHIBUYA SHRINES,spotify:artist:6OsAiXDGHtUODKq9D8ORTh,95UGLY,1,[],DRIVEWAY,0,154671,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:45x8ZNKBIpm4xM4RnQN5mH,Grand Hang Out,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,Nelly,78,[],Sweat,2,290946,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2gmxrEkYnXPCZrnpgI4UcK,Binaural Beats Meditation,spotify:artist:34RGl0uVjzk6plsyUDTssq,Brain Waves Therapy,57,[],"Music Therapy 432Hz: Bipolar Disorder & Manic Depression, Calm Your Mind and Brain, Mental Health, Binaural Beats Meditation for Psychiatric Disorder",5,272292,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6XIb16uGYlK6MojQjGQOp3,Religion Evolves,spotify:artist:7DqKchcLvOIgR87RzJm3XH,Baba Brinkman,10,[],The Rap Guide to Religion,3,296250,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6U88PsMObNDDj9IvLgXATH,Trebuchet,spotify:artist:3og8uKsqsWR7V0IOTknWZq,Brenton,0,[],Intense,0,230388,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:7GobzVmEepokoC8Pma7P5u,See No Barrier,spotify:artist:1Wd1nIQmdmG3BV27KjoMZ6,Irie Maffia,39,[],Nagyon Jó Lesz,13,202573,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4yhKvrcaopGgMLRBPPMQDi,Down 4 Tha Krown,spotify:artist:0jx4hPtb5enLdBDdHKuSgf,Kottonmouth Kings,48,"['horrorcore', 'rap rock', 'rap metal']",Fire It Up,7,229866,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2xNiz7hGJFzmbH93xliDi5,Khali Cartel 3,spotify:artist:1xxXRVpuEm3X3p1QEm61Az,Khaligraph Jones,42,"['gengetone', 'bongo flava', 'ghanaian hip hop']",Khali Cartel 3,23,598073,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:67kdTEGgn9TVUedqCbv3oI,To the Fullest,spotify:artist:2lhItmRCZhruvV91NAWhwo,Arkangel,14,[],Ashes off Angels Wings,19,428737,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2yfBZtOP506CnjtfT60tBR,The Power,spotify:artist:06tYi7DxoKe8PfYCeHGGFK,9 Theory,37,[],Comfort In The Orange Glow,2,255909,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6BPVfULcAFTaZwLRz1mXLY,Glow,spotify:artist:3cXOSrOS6IKyHsLeTuV8LL,Sonic Shoreline,28,[],Lake of Life EP,14,139090,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3uv3oh8hhrW4YCy0YxbWI1,Binaural 432Hz Ambience | High Vibration Chakra Meditation,spotify:artist:186ytrJDIk0RmNJAamUOfy,J575M,15,[],Hz Frequencies to Enhance Your Mind (Instrumental),2,170588,meditation,Delta (0.5-4Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3o7EjPxErBipy7U6nGwJsT,Binaural Beats Studying Music,spotify:artist:1Pb0DIZ9NDF4wasuQSpAIf,Alpha Waves Concentration,35,[],"Study Alpha Waves: Background Binaural Beats Studying Music for Deep Focus, Concentration and Learning",19,134207,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:41JVfdiZbYWfaDDIq8WvXZ,Intelligence Enhanced,spotify:artist:34RGl0uVjzk6plsyUDTssq,Brain Waves Therapy,57,[],"Beta Waves: 13 Hz – 30 Hz, Binaural Beats, Music for Focus, Memory & Concentration",40,248241,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5xX6iYolWLpQt4JCVhQd2W,Binaural Beats 15 Hz - Beta Waves,spotify:artist:5phVBQw2c2WXe5V9qUReNL,Binaural Beats Sleep Aid,34,[],"Binaural Beats - Pure Brian Tones - (For Study, Focus, Deep Sleep and Meditation)",17,300000,meditation,Beta (13-30Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6d6ao1fYEC0NlzZyTHOVZR,741 Hz - 741 Hz Pure Tone,spotify:artist:6pQj7kbhvHkgguJtHXXWIO,Beats Binaural,40,[],741 Hz Frequency (741 Hz Music & Healing Frequency For Awakening Intuition & Regeneration),35,83641,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0YC12xqjTliHY2OpfvhFf4,"""Om Meditation"" with Waterfall",spotify:artist:5OLNkyvFfBPQOrKSma4Rhm,Brainwave-Sync,27,[],Om Meditation with Binaural Beats and Nature Sounds,16,1200000,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1N4yIFZRkqsxaoOpigqjy2,State of Awareness,spotify:artist:52KhOJouXCkot69qVXfoPJ,Exam Study Music Academy,18,[],"Binaural Beats 40 Hz: Study & Concentration, Focus Mindfulness Meditation, Memory Boost, Gamma Frequencies",18,281879,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0bPT7v5bklZTcP6HIWax3V,7 Hz Meditation (Theta Waves),spotify:artist:4mueYPvaiyWjUQ5PARuJkK,Aura Celestia,39,[],6 Hz & 7 Hz Binaural Beats,34,98359,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:64IGvjZPNHNfEh1KxFpqom,Binaural Beats 6 Hz - Theta Waves,spotify:artist:7HRhmruoIMEirMXt4cnsQT,Binaural Beats System,28,[],"Binaural Beats - Pure Brian Tones - (For Study, Focus, Deep Sleep and Meditation)",30,300000,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3aBJ1dY5FfAokvVlQgTq66,Cleansing Rain,spotify:artist:52KhOJouXCkot69qVXfoPJ,Exam Study Music Academy,18,[],"Binaural Beats 40 Hz: Study & Concentration, Focus Mindfulness Meditation, Memory Boost, Gamma Frequencies",19,254253,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1WSkebrCD9vqJTl3i8aJj5,Binaural Beats Alpha Waves Meditation and Active Relaxation,spotify:artist:2PhhdEZrTja5b1Mb1z573x,Emiliano Bruguera,69,[],Binaural Beats Alpha Waves,43,288000,meditation,Alpha (8-12Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:06AGOSNGdjZcgg7VL7rn3n,Alpha Waves 432 Hz Body Healing,spotify:artist:4fQId7SvZ1T10dAmQ7ozxo,Music Body and Spirit,61,['native american music'],Binaural Beats 432 Hz,18,256000,meditation,Alpha (8-12Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2GoKcnoDOHgOQEfJr4Q3Hl,432 Hz + 8 Hz Let Go of Negative Emotions,spotify:artist:4fQId7SvZ1T10dAmQ7ozxo,Music Body and Spirit,61,['native american music'],Binaural Beats 432 Hz,19,352000,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3hqUm2MYAa1vg7YSdKfRYV,Quiet Mind,spotify:artist:1Wdiaj1VGZkuLlCuooLDoi,Mercy Leiser,19,[],Mind Cleanse – Binaural Healing,9,86000,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0Ex1uXjccU6sUIJ3f7beCE,432 Hz + 7.5 Hz Connect with Your Guide Spirit,spotify:artist:4fQId7SvZ1T10dAmQ7ozxo,Music Body and Spirit,61,['native american music'],Binaural Beats 432 Hz,17,295384,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:55cKPZSwhcSr8gne1YKygg,Boost of Happiness,spotify:artist:52KhOJouXCkot69qVXfoPJ,Exam Study Music Academy,18,[],"Binaural Beats 40 Hz: Study & Concentration, Focus Mindfulness Meditation, Memory Boost, Gamma Frequencies",19,264014,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3FldAK1YerS7oPDhuaqSco,Ambient Music For Studying,spotify:artist:1Pb0DIZ9NDF4wasuQSpAIf,Alpha Waves Concentration,35,[],"Study Alpha Waves: Background Binaural Beats Studying Music for Deep Focus, Concentration and Learning",18,137235,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4X7mYN944mQwvaV9EhKYqX,Binaural Delta 3 Hz,spotify:artist:5f3oBa8B2mo3MeeIK7B2FE,Relaxation Sleep Meditation,35,[],Binaural Beats and Isochronic Programs,32,120000,meditation,Delta (0.5-4Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6pBAo34crqtlVF1AUzygrY,Captivated Auras,spotify:artist:1v9M4GmKifUBbNglv0ZsgO,Binaural Beats Meditation,10,[],12 Relieving Binaural Beats Sounds For Meditation,15,129000,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:37yKAJ2lWWRGV5DMUx5t3x,Delta Binaural Beats with Rain Soundscape and Flute Background Meditation Music,spotify:artist:1bBLQHAEoktUHI1GszR5Ez,Manifest Subconsciously,36,[],7 Binaural Beats (Rain Soundscape) [Flute Background Meditation Music],24,151138,meditation,Delta (0.5-4Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1yYO7oy3MmCRbACDHScBBc,10 Hz Mental Elevation - Binaural Beats,spotify:artist:4RtDf6OIY3QQLxVv5wLA5C,Neuroflow,66,[],Alpha Waves: Flow State (Binaural Beats),24,128000,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:14DEIfjUNcUwh6iqF9vJEc,U.O.E.N.O.,spotify:artist:7a9KRWdaSZktpGGnWndzbC,Black Hippy,47,[],Black Hippy 2,34,320626,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0zKermaUjT3N3jZJVWYamH,30 Min 10hz Alpha Brainwaves Long Binaural Beats,spotify:artist:1QdI4bGJFmHyuTLAATp7Q6,30 Minute Meditation Drones,8,['drone'],30 Min 10hz Alpha Brainwaves Long Binaural Beats,17,1852800,meditation,Alpha (8-12Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:7dKWgI3lyBK0VQH7elQ4HO,3 Hz Delta Waves - Binaural Beats for Meditation Break,spotify:artist:1J4zG3v0oBYDiqNw5ruDlJ,Binaural Source,40,[],3 Hz Binaural Beats Delta Waves,30,61000,meditation,Delta (0.5-4Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5WsIslywFGDJPoXjuTtxGo,Planetary Discovery,spotify:artist:1v9M4GmKifUBbNglv0ZsgO,Binaural Beats Meditation,10,[],12 Relieving Binaural Beats Sounds For Meditation,15,138000,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:18xv50tebrZHFdpKZvumHW,Gamma Binaural Beats with Rain Soundscape and Flute Background Meditation Music,spotify:artist:1bBLQHAEoktUHI1GszR5Ez,Manifest Subconsciously,36,[],7 Binaural Beats (Rain Soundscape) [Flute Background Meditation Music],27,151812,meditation,Gamma (30-50Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6fsLnAGFoGqJml8Kgha7F3,3 Hz Delta Waves - Binaural Beats Meditation,spotify:artist:1J4zG3v0oBYDiqNw5ruDlJ,Binaural Source,40,[],3 Hz Binaural Beats Delta Waves,26,61000,meditation,Delta (0.5-4Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6mkC2k5XEdlohNovllu9bG,40 Hz Binaural Beats Intense Focus (Gamma Waves),spotify:artist:7kULZbsw1PTlOOWP8DG73o,Zenaida Tranquilis,47,[],40 Hz Pure Gamma Binaural,45,90689,meditation,Gamma (30-50Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2lXi2EK7BZ1zYm23xlffsE,Binaural Beats ADHD,spotify:artist:6B3HDhjsp36qPIMRzYYPvw,eno twin,16,[],Binaural Beats ADHD,25,150000,relaxation,Alpha (8-12Hz),relaxation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0vaJV1Nf6alKHMzZGprsQ0,Binaural Beats Relaxation,spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],"Binaural Beats Sleep: Ambient Music for Deep Sleep, Alpha Waves Sleep Aid and Calm Sleeping Music",18,122769,relaxation,Alpha (8-12Hz),relaxation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6eSSBG0N5aI5MhEMRiJAGY,Relaxing Ambient Binaural Music,spotify:artist:0D1VRw0eu2OENlTFZpOb2O,Binaural Beats Isochronic Tones Lab,38,[],Binaural Beats for Deep Relaxation and Stress Relief,1,124379,relaxation,Alpha (8-12Hz),relaxation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3RYIwVEBcvN0VccQ6gDNIa,Chill out Binaural Beats,spotify:artist:0D1VRw0eu2OENlTFZpOb2O,Binaural Beats Isochronic Tones Lab,38,[],Binaural Beats for Deep Relaxation and Stress Relief,1,124395,relaxation,Alpha (8-12Hz),relaxation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1hmfS61fW72GFSX42ydVGa,Games Begin,spotify:artist:0YsLR3SQd5QTXAhGIGX7cl,Del The Funky Homosapien,70,[],Future Development,12,248933,relaxation,Alpha (8-12Hz),relaxation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
