Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Mood_Label,Mental_Health_Benefit,Musical_Features
Just A Word,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",The Way That Lovers Do,38,0.36,0.247,0,-9.415,1,0.0396,0.838,0.00454,0.104,0.279,77.225,180013,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
First Place,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,37,0.829,0.563,7,-8.612,1,0.322,0.832,1.62E-06,0.0747,0.784,130.12,118153,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Kolkata,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Praktan (Original Motion Picture Soundtrack),37,0.665,0.539,0,-6.062,1,0.0326,0.714,0,0.109,0.441,115.869,281685,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Le Chal Mujhe 2.0,Yeshua Ministries,40,['hindi worship'],Le Chal Mujhe 2.0,37,0.337,0.369,7,-8.689,0,0.0342,0.597,0,0.0887,0.158,112.117,300000,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Some Of Us,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",FAR FROM OVER,37,0.782,0.563,0,-9.041,0,0.281,0.26,0,0.177,0.179,96.093,225000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
"One Bottle Down (From ""One Bottle Down"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,37,0.655,0.629,1,-7.231,1,0.0415,0.00109,0.063,0.0752,0.193,131.966,196556,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
The Last Time,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",The Way That Lovers Do,38,0.693,0.459,5,-12.451,0,0.0407,0.733,0.0593,0.12,0.35,81.024,219906,neutral,neutral,neutral
Hona Hi Tha,yungsta,37,"['desi hip hop', 'hindi hip hop', 'indian underground rap']",MEEN,36,0.822,0.766,5,-6.574,0,0.355,0.35,0,0.164,0.793,138.873,262765,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Baat Aisi Ghar Jaisi,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,36,0.591,0.683,2,-7.14,1,0.0768,0.0609,1.48E-06,0.307,0.332,86.094,180110,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Teri Stuti Mein Karu,Joseph Raj Allam,34,['hindi worship'],Teri Stuti Mein Karu,37,0.504,0.431,7,-13.111,1,0.0291,0.108,0.000188,0.389,0.458,149.916,379245,neutral,neutral,neutral
Main Bas Kehti Nahi,King,70,"['desi pop', 'hindi hip hop']",The Gorilla Bounce,37,0.847,0.565,6,-7.346,0,0.182,0.0985,1.27E-05,0.0505,0.337,98.017,220408,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
GANI BHAI,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",sPEAK,36,0.76,0.819,11,-4.534,0,0.266,0.107,0,0.207,0.481,129.906,236307,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Gandi Aulaad,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Nayaab,36,0.818,0.68,4,-6.036,0,0.296,0.507,0,0.154,0.474,106.991,217634,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Bhayanak Atma,Nucleya,52,"['desi hip hop', 'hindi hip hop', 'indian edm', 'indian indie']",Raja Baja,36,0.549,0.954,5,-7.046,1,0.152,0.00127,0.16,0.142,0.613,194.043,210309,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Kanaa,Nucleya,52,"['desi hip hop', 'hindi hip hop', 'indian edm', 'indian indie']",Kanaa,36,0.588,0.687,7,-5.786,1,0.0514,0.00449,0.00288,0.104,0.23,94.896,257683,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Teri Meri Baatein,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Piku (Original Motion Picture Soundtrack),36,0.653,0.554,5,-8.156,1,0.0243,0.157,1.26E-06,0.172,0.455,99.975,328384,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Tamil Fever,Nucleya,52,"['desi hip hop', 'hindi hip hop', 'indian edm', 'indian indie']",Tamil Fever,37,0.747,0.892,2,-8.161,0,0.0329,0.056,0.185,0.0945,0.895,130.031,240000,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
JALWA,Ajey Nagar (CarryMinati),48,['hindi hip hop'],JALWA,35,0.701,0.833,11,-9.14,1,0.183,0.714,2.30E-05,0.175,0.549,97.933,203265,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
DLL,Yashraj,55,"['desi hip hop', 'hindi hip hop']",DLL,36,0.725,0.666,10,-7.824,0,0.0715,0.636,3.14E-06,0.106,0.355,96.04,144375,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
11K,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",11K,36,0.897,0.624,6,-8.205,1,0.236,0.158,7.34E-06,0.117,0.82,135.012,174222,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Shy,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Shy,35,0.446,0.774,8,-5.607,1,0.131,0.233,0,0.249,0.557,88.963,169351,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Gunehgar,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Gunehgar,36,0.643,0.906,1,-4.15,1,0.31,0.105,0,0.861,0.541,94.259,163404,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Kab Se Kab Tak,Kaam Bhaari,37,"['desi hip hop', 'hindi hip hop']",Gully Boy (Original Motion Picture Soundtrack),36,0.745,0.588,9,-10.315,0,0.239,0.565,0.000884,0.106,0.26,82.948,213241,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Nahi Hai Woh,Shah Rule,38,"['desi hip hop', 'desi trap', 'hindi hip hop']",Nahi Hai Woh,36,0.843,0.571,3,-6.467,0,0.203,0.32,0,0.232,0.607,118.928,260000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Saanware Aijaiyo,Kavita Seth,64,"['filmi', 'hindi indie', 'modern bollywood', 'sufi']",Saanware Aijaiyo,37,0.498,0.73,9,-9.013,1,0.0342,0.294,0.00374,0.149,0.212,135.062,234713,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Legends,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Legends,36,0.82,0.805,0,-4.871,1,0.2,0.0437,0,0.322,0.708,101.976,169417,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Bhare Bazaar,Rishi Rich,44,"['bhangra', 'desi hip hop', 'hindi indie']",Bhare Bazaar,38,0.855,0.849,11,-4.472,1,0.0549,0.276,0,0.0302,0.699,126.028,214285,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
PEW PEW!,Rawal,43,"['desi hip hop', 'desi trap', 'hindi hip hop', 'indian underground rap']",PEW PEW!,35,0.922,0.552,10,-6.392,0,0.308,0.234,0,0.0842,0.619,131.98,141818,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Desi Kalakaar (Slowed & Reverb),Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Desi Kalakaar (Slowed & Reverb),36,0.755,0.709,0,-5.966,1,0.121,0.0616,7.23E-05,0.366,0.705,136.075,289411,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Mithye Kotha,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Mithye Kotha,35,0.593,0.772,8,-6.336,1,0.0458,0.0274,0.000537,0.146,0.518,141.316,269343,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Billionaire,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Baazaar,35,0.816,0.753,8,-3.295,0,0.0441,0.0409,0,0.542,0.805,126.064,215238,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Yai Re,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yai Re,36,0.791,0.892,0,-4.005,1,0.08,0.0076,6.33E-06,0.123,0.922,123.955,245032,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Raahi,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Dev,36,0.719,0.817,1,-8.447,1,0.306,0.132,0.00379,0.0967,0.0747,103.853,229615,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Anand Ki Bharpuri (Fullness of Joy),Sheldon Bangera,41,['hindi worship'],Raaja Hai Mahaan,35,0.672,0.888,6,-5.696,1,0.0852,0.109,0,0.343,0.72,125.958,275560,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Abraham Ka Prabhu,Amit Kamble,36,['hindi worship'],Abraham Ka Prabhu,36,0.523,0.634,4,-5.152,1,0.0359,0.38,0,0.11,0.323,123.976,410322,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Miss Tujhe,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Dhund Ke Dikha,36,0.781,0.675,6,-6.331,0,0.284,0.657,0,0.0876,0.598,95.999,162461,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Aamar Motey,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Dwitiyo Purush,36,0.75,0.373,0,-12.031,1,0.0285,0.755,0.022,0.117,0.61,105.045,223066,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
"Shor Machega (From ""Mumbai Saga"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']","Shor Machega (From ""Mumbai Saga"")",36,0.911,0.874,11,-5.075,1,0.271,0.0157,0,0.183,0.338,108.005,208085,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
"Mumbai Hustle - From ""Call Me Bae""",Shravan Mantri,30,['hindi indie'],Call Me Bae (Original Series Soundtrack),38,0.767,0.844,9,-6.948,0,0.225,0.432,0,0.305,0.441,100.052,172800,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
jaana,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",jaana,37,0.715,0.613,11,-8.188,0,0.0552,0.543,0.000316,0.15,0.263,101.994,181470,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Khamoshi,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Dev,36,0.714,0.666,11,-7.944,1,0.0434,0.00451,0.0001,0.42,0.619,114.95,189391,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Baby Marvake Maanegi,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Baby Marvake Maanegi,36,0.659,0.815,7,-5.898,1,0.0561,0.00132,0.0106,0.178,0.56,179.993,187541,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
"Lungi Dance (From ""Lungi Dance"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,36,0.684,0.958,1,-4.793,1,0.264,0.314,1.94E-06,0.618,0.817,163.95,275399,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
"Tu Bade, Main Ghatu",Shelley Reddy,32,['hindi worship'],"Tu Bade, Main Ghatu",36,0.482,0.559,4,-6.279,1,0.0286,0.117,0.000232,0.0988,0.0647,140.078,431063,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
for your time,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",cold/mess,36,0.578,0.723,6,-5.575,1,0.036,0.0129,0.000137,0.334,0.631,130.997,186873,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Fake Ones,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Wholeheartedly,36,0.767,0.609,8,-7.355,1,0.127,0.283,0,0.114,0.552,125.023,249600,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Jaago Uma,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Uma (Original Motion Picture Soundtrack),35,0.277,0.605,2,-6.592,1,0.0393,0.712,0,0.077,0.205,167.353,317081,neutral,neutral,neutral
Na Kehna Tum,Dream Note,51,"['desi pop', 'hindi indie', 'indian indie']",Na Kehna Tum,36,0.613,0.361,11,-12.354,1,0.0271,0.624,0,0.0999,0.22,105.078,265195,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Lehrein Toh Chup Hain,Aditya A,61,"['desi pop', 'hindi indie']",Lehrein Toh Chup Hain,37,0.656,0.309,2,-8.27,1,0.0279,0.837,0,0.351,0.666,132.216,145998,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
kya karoon?,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",kya karoon?,36,0.723,0.561,5,-8.322,0,0.035,0.642,7.11E-06,0.228,0.616,145.02,200275,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
STILL THE SAME,King,70,"['desi pop', 'hindi hip hop']",STILL THE SAME,36,0.836,0.526,3,-8.154,0,0.0901,0.738,0.000278,0.119,0.677,120.023,165577,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Traffic Jam,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Gunehgar,36,0.697,0.894,1,-6.389,1,0.386,0.202,0,0.272,0.709,87.633,211525,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Let's Work It out (feat. Jahaziel),Raghav,60,"['desi pop', 'hindi indie']",Storyteller,40,0.824,0.571,8,-8.481,0,0.101,0.0079,1.69E-06,0.038,0.85,105.043,245000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Still Standing,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",FAR FROM OVER,35,0.793,0.781,10,-4.883,0,0.149,0.274,0,0.111,0.501,149.908,182400,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Yakeen,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Monsoon,35,0.691,0.534,6,-6.562,0,0.0414,0.699,0,0.22,0.0747,108.415,270023,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
"Let's Get It Party (From ""Honey 3.0"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Honey 3.0,37,0.715,0.837,4,-2.83,1,0.047,0.0235,0,0.272,0.39,110.045,200829,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
kho gaya,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",Genesis 1:1,36,0.729,0.496,0,-7.863,1,0.0613,0.766,0,0.134,0.66,155.062,177290,Anger,"Anger Management, Tension Release","Dynamic Rhythm, Complex Harmony, High Intensity"
Mehfooz,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Mimmi,36,0.453,0.643,1,-9.842,1,0.0913,0.0855,0.000621,0.0891,0.318,91.992,142201,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Yeh Zindagi Hai - Demo,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Aalas Ka Pedh,36,0.441,0.69,9,-4.994,1,0.0307,0.0433,5.74E-05,0.413,0.68,65.427,260381,Serenity,"Mindfulness, Stress Relief, Emotional Stability","Slow Tempo, Reflective Melody, Melancholic Harmony"
Rule no. 123,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",King Of The Streets,36,0.835,0.728,6,-6.118,0,0.201,0.344,0,0.115,0.459,120.989,151211,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
kya hua?,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",Zaeden 02,38,0.724,0.686,9,-7.232,1,0.0433,0.581,7.71E-05,0.199,0.682,90.032,120333,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Blessings,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Gunehgar,36,0.799,0.547,9,-6.366,0,0.302,0.19,0,0.0759,0.924,102.102,164705,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Janeman,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Mulaqat,37,0.646,0.252,4,-14.862,1,0.0932,0.777,0,0.117,0.215,79.852,155706,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Peace Of Mind,Lost Stories,47,"['hindi indie', 'indian edm', 'indian indie']",Notes from Therapy,36,0.733,0.406,9,-9.351,1,0.0808,0.434,0,0.115,0.47,148.959,186845,Anger,"Anger Management, Tension Release","Dynamic Rhythm, Complex Harmony, High Intensity"
Bass Rani,Nucleya,52,"['desi hip hop', 'hindi hip hop', 'indian edm', 'indian indie']",Bass Rani,35,0.768,0.576,4,-12.326,1,0.0755,0.00705,0.000442,0.0735,0.248,108.078,146666,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Alcoholic,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",The Shaukeens (Original Motion Picture Soundtrack),35,0.772,0.842,8,-3.314,1,0.0322,0.136,0.000129,0.106,0.819,129.99,200150,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Giraftaar,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Giraftaar,34,0.735,0.792,11,-7.46,1,0.265,0.161,0,0.26,0.405,121.94,236490,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
W,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",W,34,0.717,0.765,9,-6.919,1,0.235,0.162,0,0.394,0.673,147.825,143108,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Dakla 5,Bandish Projekt,43,"['desi hip hop', 'gujarati garba', 'hindi hip hop']",Dakla 5,35,0.781,0.697,2,-3.098,1,0.0468,0.136,0.00133,0.146,0.118,139.988,323903,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Mohabbat,Kaam Bhaari,37,"['desi hip hop', 'hindi hip hop']",Mohabbat,34,0.753,0.759,0,-8.851,1,0.145,0.0886,0.000499,0.141,0.892,119.987,194000,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Oole Oolele,Baba Sehgal,54,"['desi hip hop', 'hindi hip hop']",Yamudu,34,0.857,0.823,9,-3.521,0,0.0645,0.353,0.000507,0.391,0.965,142.047,261306,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
"Aisa Main Shaitaan - From ""Shaitaan""",Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']","Aisa Main Shaitaan (From ""Shaitaan"")",35,0.763,0.932,6,-4.987,1,0.0869,0.245,0.016,0.118,0.827,81.981,178803,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Khatam,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Khatam,35,0.887,0.805,1,-6.389,1,0.188,0.0479,0,0.32,0.777,117.923,250607,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
The Big Bull - Title Track,Ajey Nagar (CarryMinati),48,['hindi hip hop'],The Big Bull (Original Motion Picture Soundtrack),34,0.748,0.814,6,-6.758,0,0.206,0.573,0,0.11,0.841,92.034,195652,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Dhanyawaad Ke Saath,Sheldon Bangera,41,['hindi worship'],Dhanyawaad Ke Saath,34,0.665,0.603,1,-7.609,1,0.0354,0.847,0.000568,0.164,0.798,156.033,283076,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Ashk,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Ashk,35,0.641,0.674,8,-5.983,1,0.122,0.00555,0.000123,0.082,0.259,85.987,263720,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Jeet 2.0,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Ved,36,0.685,0.44,0,-7.08,1,0.0508,0.415,0,0.439,0.834,99.056,186666,neutral,neutral,neutral
Me & Me,King,70,"['desi pop', 'hindi hip hop']",Champagne Talk,35,0.82,0.491,11,-8.562,1,0.28,0.237,0,0.102,0.547,120.059,276096,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Le Chal,Yeshua Ministries,40,['hindi worship'],Rock 'n Roll,34,0.487,0.52,7,-9.675,0,0.0303,0.0275,3.55E-05,0.0722,0.332,149.76,371453,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Top 5 Medley,Gravity,42,"['desi hip hop', 'hindi hip hop', 'indian underground rap']",Mtv Hustle 2.0,34,0.447,0.733,9,-6.382,1,0.328,0.212,0,0.555,0.41,78.036,437341,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Moohfatt,Rawal,43,"['desi hip hop', 'desi trap', 'hindi hip hop', 'indian underground rap']",Moohfatt,35,0.898,0.509,2,-5.249,1,0.0993,0.21,0.0166,0.0977,0.753,139.98,169285,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Ho Teri Sthuti,Yojana Reddy,22,"['hindi worship', 'telugu worship']",Ho Teri Sthuti,34,0.445,0.234,9,-8.117,0,0.0313,0.913,0,0.101,0.376,138.822,183408,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Legends (B Side),King,70,"['desi pop', 'hindi hip hop']",NEW LIFE,34,0.815,0.788,0,-5.569,1,0.0732,0.0746,1.65E-06,0.175,0.548,119.979,170625,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Leja,Lost Stories,47,"['hindi indie', 'indian edm', 'indian indie']",Marigold Soundsystem (Deluxe),36,0.588,0.553,1,-8.05,0,0.0396,0.157,6.09E-05,0.233,0.17,102.967,198058,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
fighter,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",cold/mess,36,0.456,0.455,1,-7.53,1,0.0305,0.668,1.05E-05,0.0936,0.132,116.504,235402,neutral,neutral,neutral
Broken Dreams,King,70,"['desi pop', 'hindi hip hop']",Champagne Talk,34,0.859,0.599,10,-9.738,1,0.145,0.511,0,0.11,0.183,98.008,197351,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Benche Thakar Gaan,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Autograph (Original Motion Picture Soundtrack),35,0.726,0.762,9,-6.338,1,0.0347,0.444,0,0.102,0.872,116.006,253329,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Gobhire Jao (Male Version),Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Baishe Srabon (Original Motion Picture Soundtrack),35,0.48,0.451,6,-9.976,1,0.0328,0.583,2.05E-06,0.0506,0.234,139.79,295626,neutral,neutral,neutral
CBSC,The Siege,37,"['desi hip hop', 'hindi hip hop', 'indian underground rap']",CBSC,34,0.902,0.707,10,-7.83,0,0.262,0.0921,1.45E-05,0.043,0.854,144.971,82758,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Goat Dekho,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Goat Dekho,35,0.835,0.941,1,-3.998,0,0.343,0.275,0,0.103,0.639,87.118,213793,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
